"word" "definition"
"좋다" "대상의 성질이나 내용 따위가 보통 이상의 수준이어서 만족할 만하다."
"좋다" "성품이나 인격 따위가 원만하거나 선하다."
"좋다" "말씨나 태도 따위가 상대의 기분을 언짢게 하지 아니할 만큼 부드럽다."
"좋다" "신체적 조건이나 건강 상태가 보통 이상의 수준이다."
"좋다" "((‘염치’, ‘비위’, ‘넉살’ 따위를 주어로 하여))사람이 체면을 가리지 않거나 염치가 없다."
"좋다" "날씨가 맑거나 고르다."
"좋다" "((‘좋게’ 꼴로 쓰여))넉넉하고 푸지다."
"좋다" "머리카락이 많이 자라서 길다."
"좋다" "【-기에】날짜나 기회 따위가 상서롭다."
"좋다" "어떤 일이나 대상이 마음에 들 만큼 흡족하다."
"좋다" "감정 따위가 기쁘고 만족스럽다."
"좋다" "((‘…이’ 성분은 보조사 ‘도’와 함께 쓰여 ‘…도’로 실현되고, ‘…도’ 대신에 ‘-어도’가 쓰이기도 한다))어떤 행동이나 일 따위가 문제될 것이 없다."
"좋다" "어떤 일을 하기가 쉽거나 편하다."
"좋다" "어떤 물질이 몸이나 건강에 긍정적인 효과를 미치는 성질이 있다."
"좋다" "어떤 것이 다른 것보다 질이나 수준 따위가 더 높거나 가치가 있다."
"좋다" "((‘…과’ 가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))((주로 ‘사이’, ‘금실’ 따위의 명사가 ‘…이’ 성분으로 쓰인다))"
"좋다" "서로 잘 어울리어 친하다."
"좋다" "((주로 문장 앞에서 ‘좋게’ 꼴로 쓰여))상대편이나 자기에게 유리하도록 해석하는 데가 있다."
"좋다" "((주로 문장 끝에서 ‘좋게’ 꼴로 쓰여))앞의 말을 부정하며 핀잔을 주는 데가 있다."
"좋다" "재료의 용도나 어떤 일을 하는 데 적합하다."
